feature	Gordonibacter urolithinfaciens-1335613	Bifidobacterium bifidum-1681	Bifidobacterium breve-1685	Bifidobacterium catenulatum-1686	Bifidobacterium longum-216816	Erysipelatoclostridium ramosum-1547	Erysipelotrichaceae bacterium I46-1834207	Streptococcus salivarius-1304	Streptococcus sp. FDAARGOS_192-1839799	Lactobacillus reuteri-1598	Lactobacillus johnsonii-33959	Enterococcus faecalis-1351	Enterococcus faecium-1352	Enterococcus gallinarum-1353	Enterococcus avium-33945	Enterococcus casseliflavus-37734	Enterococcus durans-53345	Enterococcus malodoratus-71451	Enterococcus gilvus-160453	Enterococcus viikkiensis-930854	Enterococcus sp. FDAARGOS_375-2060307	Enterococcus sp. FDAARGOS_553-2420313	Enterococcus sp. M190262-2582830	Laceyella sacchari-37482	Eubacterium limosum-1736	Clostridioides difficile-1496	Flavonifractor plautii-292800	Anaeromassilibacillus senegalensis-1673717	Neglecta timonensis-1776382	Anaerotruncus rubiinfantis-1720200	Hungatella hathewayi-154046	Clostridium butyricum-1492	Clostridium paraputrificum-29363	Tyzzerella nexilis-29361	Anaerostipes caccae-105841	Anaerostipes rhamnosivorans-1229621	[Ruminococcus] gnavus-33038	[Clostridium] symbiosum-1512	Lachnoclostridium sp. YL32-1834196	Proteus mirabilis-584	Shigella flexneri-623	Escherichia coli-562	Klebsiella oxytoca-571	Klebsiella pneumoniae-573	Bacteroides fragilis-817	Muribaculum intestinale-1796646	Duncaniella sp. B8-2576606
VIVO7-FEC-16S-MAY16_F15	NA	0.00779909530494463	0.0127905163001092	0.00265169240368117	0.00296365621587896	0.0107627515208236	NA	NA	NA	NA	NA	0.00265169240368117	0.0021837466853845	NA	0.00951489627203244	NA	NA	NA	0.0283887069099984	NA	NA	0.00857900483543909	0.00857900483543909	NA	0.0235532678209328	NA	NA	NA	0.020277647792856	NA	NA	NA	NA	NA	0.069723912026205	0.0020277647792856	0.332865387615037	NA	NA	NA	NA	0.017469973483076	NA	NA	0.437217282795196	NA	NA
VIVO7-FEC-16S-MAY13_POOL-F2	0.00497962879130828	NA	0.0149388863739249	0.0176550475328203	NA	0.00497962879130828	NA	NA	NA	NA	NA	0.006337709370756	NA	NA	0.0144861928474423	0.00497962879130828	NA	NA	0.038026256224536	NA	0.00679040289723857	0.0104119511090991	0.0104119511090991	NA	0.022181982797646	NA	NA	NA	0.00588501584427343	NA	NA	NA	NA	NA	0.0366681756450883	NA	0.190583974649163	NA	NA	NA	NA	0.0208239022181983	NA	NA	0.58985966500679	NA	NA
VIVO7-FEC-16S-MAY27_F15	0.0012933568489124	0.00340975896531452	0.00231236527532824	0.0014501273760533	0.00195963158926122	0.0105820105820106	NA	NA	NA	NA	NA	0.00250832843425436	0.000470311581422693	0.000666274740348814	0.0148932000783853	0.000470311581422693	NA	NA	0.0229668822261415	NA	0.00105820105820106	0.0278267685675093	0.0277483833039389	NA	0.0315500685871056	NA	NA	0.0014501273760533	0.0139525769155399	0.00062708210856359	NA	NA	NA	NA	0.0394277875759357	0.000744660003919263	0.434842249657064	NA	NA	0.000862237899274936	NA	0.0357828728199099	NA	NA	0.321144424848129	NA	NA
VIVO7-FEC-16S-JUN11_M12	NA	NA	0.00319197446420429	NA	NA	0.00889192886456908	NA	NA	NA	NA	NA	NA	NA	NA	0.0177838577291382	NA	NA	NA	0.0282717738258094	NA	NA	0.153214774281806	0.153214774281806	NA	0.0291837665298678	NA	NA	NA	0.0113999088007296	NA	NA	NA	NA	NA	0.0186958504331965	NA	0.173734610123119	NA	NA	NA	NA	0.0159598723210214	NA	NA	0.386456908344733	NA	NA
VIVO7-FEC-16S-JUN21_F21	NA	0.00552763819095477	0.00188442211055276	NA	NA	0.0222361809045226	NA	NA	NA	NA	NA	0.00816582914572864	0.00226130653266332	0.0021356783919598	0.0472361809045226	NA	NA	NA	0.0162060301507538	NA	NA	0.0180904522613065	0.0180904522613065	NA	0.0195979899497487	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00452261306532663	NA	0.256909547738693	NA	NA	0.00150753768844221	NA	0.0599246231155779	0.00326633165829146	0.00125628140703518	0.511180904522613	NA	NA
VIVO7-FEC-16S-JUN7_F16	NA	0.00264075208619415	NA	0.00126756100137319	0.00179571141861202	0.0104573782613288	NA	NA	NA	NA	NA	NA	0.00327453258688074	0.00242949191929862	0.00813351642547798	NA	NA	NA	0.0240836590260906	NA	NA	0.0754198795817049	0.0754198795817049	NA	0.0205978662723144	NA	NA	NA	0.0096123375937467	NA	NA	NA	NA	NA	0.0342241470370762	NA	0.212738988063801	NA	NA	NA	NA	0.0410901024611809	NA	NA	0.476814196683215	NA	NA
VIVO7-FEC-16S-MAY30_F16	0.00083281282531751	0.000971614962870428	0.000902213894093969	0.00104101603164689	0.000902213894093969	0.0121451870358804	NA	NA	NA	NA	NA	NA	0.00222083420084669	0.00423346519536401	0.00853633145950448	0.00117981816919981	NA	NA	0.01450482337428	NA	NA	0.0505239780692623	0.0505239780692623	NA	0.0179748768131029	NA	NA	0.00104101603164689	0.00520508015823444	NA	NA	NA	NA	NA	0.0204733152890555	0.000763411756541051	0.327017836074676	NA	NA	NA	NA	0.0443472829481574	NA	0.00111041710042335	0.43354847664654	NA	NA
VIVO7-FEC-16S-JUN11_F15	NA	0.00143905597927759	0.00215858396891639	NA	NA	0.015541804576198	NA	0.00187077277306087	NA	NA	NA	0.00143905597927759	0.00215858396891639	0.00172686717513311	0.00791480788602677	NA	NA	NA	0.0400057562239171	NA	NA	0.116563534321485	0.121168513455173	NA	0.0221614620808749	NA	NA	NA	0.0099294862570154	NA	NA	NA	NA	NA	0.0356885882860843	NA	0.180889336595194	NA	NA	NA	NA	0.0402935674197726	NA	NA	0.399050223053677	NA	NA
VIVO7-FEC-16S-MAY27_M12	NA	NA	0.00434625135820355	NA	0.00235421948569359	0.0108656283955089	NA	NA	NA	NA	NA	0.00362187613183629	NA	0.00488953277797899	0.0061571894241217	NA	NA	NA	0.00959797174936617	NA	0.00289750090546903	0.0304237595074248	0.0304237595074248	NA	0.0188337558855487	NA	NA	NA	0.0061571894241217	NA	NA	NA	NA	NA	0.0186526620789569	NA	0.197030061571894	NA	NA	0.00688156465048895	NA	0.0421948569358928	NA	NA	0.604672220210069	NA	NA
VIVO7-FEC-16S-JUN25_M20	NA	0.0050071530758226	0.00464949928469242	NA	NA	0.0168097281831187	NA	NA	NA	NA	NA	NA	0.00679542203147353	NA	0.0472103004291846	NA	NA	NA	0.0132331902718169	NA	NA	0.021101573676681	0.021101573676681	NA	0.0296852646638054	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00429184549356223	NA	0.348712446351931	NA	NA	NA	NA	0.026824034334764	NA	NA	0.454577968526466	NA	NA
VIVO7-FEC-16S-JUL4_M13	NA	0.00248447204968944	0.00267558528428094	NA	NA	0.01213569039656	NA	0.00114667940754897	NA	NA	NA	0.00248447204968944	0.00774008600095557	0.00831342570473005	0.00668896321070234	NA	NA	NA	0.0884854276158624	NA	NA	0.18337314859054	0.185093167701863	NA	0.0298136645962733	NA	NA	NA	0.00898232202580029	0.00124223602484472	NA	NA	0.00191113234591495	NA	0.00955566172957477	NA	0.117152412804587	NA	NA	NA	NA	0.0360248447204969	NA	NA	0.294696607740086	NA	NA
VIVO7-FEC-16S-MAY29_M20	NA	NA	0.0120845921450151	0.00725075528700906	NA	0.0199395770392749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0241691842900302	NA	NA	0.0102719033232628	0.0102719033232628	NA	0.0108761329305136	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0501510574018127	NA	0.204229607250755	NA	NA	NA	NA	0.00966767371601208	NA	NA	0.641087613293051	NA	NA
VIVO7-FEC-16S-MAY16_M12	0.00114820703055997	0.00574103515279986	0.00724253665430136	0.00141317788376612	0.0015015015015015	0.00830242006712595	NA	NA	NA	NA	NA	0.00185479597244303	0.0015015015015015	NA	0.00821409644939057	NA	NA	NA	0.0215509627274333	NA	NA	0.00724253665430136	0.00724253665430136	NA	0.0264087617028794	NA	NA	NA	0.0172231054583996	NA	NA	NA	NA	NA	0.0739268680445151	0.00238473767885533	0.26090796679032	NA	NA	NA	NA	0.0277336159689101	NA	NA	0.518459636106695	NA	NA
VIVO7-FEC-16S-JUN14_M20	0.00117423900280011	0.00406467347123114	0.00338722789269262	NA	0.00162586938849246	0.0124198356065396	NA	NA	NA	NA	NA	0.00307108662270798	0.00108391292566164	0.0027097823141541	0.0227170084003252	0.000632282539969289	NA	NA	0.00998103152380092	NA	NA	0.011923042182278	0.011923042182278	NA	0.0263752145244332	NA	NA	NA	0.000767771655676994	NA	NA	NA	NA	NA	0.0173877698491555	0.00185168458133863	0.278475295817903	NA	NA	0.000767771655676994	NA	0.0368078764339265	0.00483244512690814	NA	0.54602113630205	NA	NA
VIVO7-FEC-16S-JUL19_M20	0.00169295883031935	0.00392458637937668	0.00315505963832243	NA	0.00138514813389765	0.00931127356675644	NA	NA	NA	NA	0.0012312427856868	0.00230858022316275	0.00492497114274721	0.00315505963832243	0.0578684109272797	NA	NA	NA	0.0150827241246633	NA	NA	0.0186225471335129	0.0204694113120431	NA	0.028241631396691	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00169295883031935	NA	0.204078491727588	NA	NA	0.000846479415159677	NA	0.0761061946902655	NA	NA	0.545902270103886	NA	NA
VIVO7-FEC-16S-MAY16_M14	NA	NA	0.00793650793650794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0126984126984127	NA	NA	NA	0.0507936507936508	NA	NA	NA	NA	NA	0.0238095238095238	NA	NA	NA	0.0238095238095238	NA	NA	NA	NA	NA	0.073015873015873	NA	0.364285714285714	NA	NA	NA	NA	0.0134920634920635	NA	NA	0.43015873015873	NA	NA
VIVO7-FEC-16S-JUL4_F15	0.0014999531264648	0.00478110059060654	0.0028124121121215	0.00121871191525265	0.00178119433767695	0.0185619199400019	NA	0.00121871191525265	NA	NA	NA	0.0013124589856567	0.00403112402737414	0.00178119433767695	0.0182806787287897	NA	NA	NA	0.0928095997000094	NA	NA	0.0617793193962689	0.0616855723258648	NA	0.0303740508109122	NA	NA	NA	0.011249648448486	NA	NA	NA	NA	NA	0.0330927158526296	0.00159370019686885	0.285272335239524	NA	NA	NA	NA	0.0272803974875785	NA	NA	0.337583200524984	NA	NA
VIVO7-FEC-16S-JUN10_M20	NA	NA	NA	NA	NA	0.0284810126582278	NA	NA	NA	NA	NA	NA	NA	NA	0.0253164556962025	NA	NA	NA	0.0242616033755274	NA	NA	0.0226793248945148	0.0226793248945148	NA	0.0363924050632911	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0242616033755274	NA	0.322784810126582	NA	NA	NA	NA	0.0131856540084388	0.00632911392405063	NA	0.473628691983122	NA	NA
VIVO7-FEC-16S-JUN21_M20	NA	0.00385985748218527	0.00519596199524941	NA	NA	0.0265736342042755	NA	NA	NA	NA	NA	0.0046021377672209	0.00296912114014252	0.00356294536817102	0.0219714964370546	NA	NA	NA	0.0123218527315914	NA	NA	0.021229216152019	0.0237529691211401	NA	0.0231591448931116	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0080166270783848	NA	0.232036817102138	NA	NA	NA	NA	0.0329572446555819	0.00296912114014252	NA	0.574821852731591	NA	NA
VIVO7-FEC-16S-MAY27_M14	NA	0.00138140627158447	0.00207210940737671	NA	NA	0.00925542201961597	NA	NA	NA	NA	NA	0.00317723442464429	NA	NA	0.0109131095455173	0.00179582815305981	NA	NA	0.0207210940737671	NA	0.00386793756043652	0.0422710319104849	0.0425473131648018	NA	0.0247271722613621	NA	NA	NA	0.0118800939356265	NA	NA	NA	NA	NA	0.0464152507252383	0.00165768752590137	0.304876364138693	NA	NA	0.00483492195054566	NA	0.0479347976239812	NA	NA	0.419671225307363	NA	NA
VIVO7-FEC-16S-JUN11_M13	NA	0.00178514504303475	0.00369780044628626	NA	0.00102008288173414	0.0206566783551164	NA	0.000956327701625757	NA	NA	NA	0.00191265540325151	0.00357029008606949	0.00439910742747848	0.0113484220592923	0.00108383806184252	NA	NA	0.0324513866751674	NA	NA	0.161555626394645	0.160981829773669	NA	0.0270321963659547	NA	NA	0.000892572521517373	0.0120497290404845	0.000828817341408989	NA	NA	0.000956327701625757	NA	0.0264583997449793	0.000828817341408989	0.178004462862608	NA	NA	0.00178514504303475	NA	0.0257570927637871	NA	NA	0.319987248963978	NA	NA
VIVO7-FEC-16S-JUN14_F23	NA	NA	NA	NA	NA	0.0130899069927661	NA	NA	NA	NA	NA	0.00843954529796762	NA	NA	0.0413365483982088	NA	NA	NA	0.0127454357561144	NA	NA	0.0144677919393731	0.017223561832587	NA	0.0235962797106442	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01584567688598	NA	0.432655873234585	NA	NA	NA	NA	0.0266965208405098	NA	NA	0.393902859111264	NA	NA
VIVO7-FEC-16S-MAY29_F23	NA	NA	0.0110353781239857	0.00746510873093152	NA	0.0243427458617332	NA	NA	NA	NA	NA	NA	NA	NA	0.00714053878610841	NA	NA	NA	0.0113599480688088	NA	NA	0.0116845180136319	0.0116845180136319	NA	0.0168776371308017	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0223953261927945	NA	0.166179811749432	NA	NA	NA	NA	0.0110353781239857	NA	NA	0.698799091204155	NA	NA
VIVO7-FEC-16S-JUN25_F23	0.00278800044608007	0.00557600089216014	0.00468384074941452	NA	0.00189584030333445	0.0157243225158916	NA	NA	NA	NA	0.00144976023196164	0.00669120107059217	0.00535296085647374	NA	0.0577673692427791	NA	NA	NA	0.0268763243002119	NA	NA	0.0227500836400134	0.0227500836400134	NA	0.0246459239433478	NA	NA	0.00122672019627523	NA	NA	NA	NA	NA	NA	0.00334560053529609	NA	0.380840860934538	NA	NA	NA	NA	0.0255380840860935	0.00356864057098249	NA	0.386528381844541	NA	NA
VIVO7-FEC-16S-MAY30_F15	0.00165636042402827	0.00209805653710247	0.00165636042402827	0.00110424028268551	0.00110424028268551	0.0117049469964664	NA	NA	NA	NA	NA	0.00132508833922261	0.00209805653710247	0.00187720848056537	0.0107111307420495	NA	NA	NA	0.0173365724381625	NA	NA	0.0365503533568905	0.0355565371024735	NA	0.0284893992932862	NA	NA	NA	0.00706713780918728	NA	NA	NA	NA	NA	0.0297040636042403	0.00154593639575972	0.253091872791519	NA	NA	NA	NA	0.032243816254417	NA	NA	0.523078621908127	NA	NA
VIVO7-FEC-16S-JUN11_F16	NA	NA	NA	NA	NA	0.0144288577154309	NA	NA	NA	NA	NA	NA	0.00420841683366733	0.00360721442885772	0.00881763527054108	NA	NA	NA	0.0312625250501002	NA	NA	0.0947895791583166	0.0947895791583166	NA	0.025250501002004	NA	NA	NA	0.0062124248496994	NA	NA	NA	NA	NA	0.0326653306613226	NA	0.169739478957916	NA	NA	NA	NA	0.049498997995992	NA	NA	0.464729458917836	NA	NA
VIVO7-FEC-16S-JUN7_M12	NA	0.00207738249805245	0.00246689171643729	NA	0.00155803687353934	0.0179174240457024	NA	NA	NA	NA	NA	NA	0.0029862373409504	NA	0.00882887561672293	NA	NA	NA	0.0318099195014282	NA	NA	0.178395222020254	0.18021293170605	NA	0.0255777720072708	NA	NA	NA	0.0096078940534926	NA	NA	NA	NA	NA	0.0245390807582446	0.00142820046741106	0.152947286419112	NA	NA	NA	NA	0.025188262788886	NA	NA	0.334458582186445	NA	NA
VIVO7-FEC-16S-JUN21_F23	0.00104747423551276	0.0029734752491975	0.00239905389423889	0.000608210846426761	0.00131779016725798	0.0151714816692009	NA	NA	NA	NA	NA	0.00412231795911472	0.00148673762459875	0.00266936982598412	0.0410542321338064	0.000709579320831222	NA	NA	0.015205271160669	NA	NA	0.0129413752323028	0.0155093765838824	NA	0.0193275891197837	NA	NA	0.000709579320831222	NA	NA	NA	NA	NA	NA	0.00429126541645548	0.000574421354958608	0.206048318972799	NA	NA	0.00111505321844906	NA	0.0513938165230613	0.00273694880892043	NA	0.596587261361716	NA	NA
VIVO7-FEC-16S-JUN7_M14	NA	NA	NA	NA	NA	0.00603732162458836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0290889132821076	NA	NA	0.0976948408342481	0.0987925356750823	NA	0.0153677277716795	NA	NA	NA	0.00658616904500549	NA	NA	NA	NA	NA	0.0203073545554336	NA	0.156970362239297	NA	NA	NA	NA	0.0477497255762898	NA	NA	0.521405049396268	NA	NA
VIVO7-FEC-16S-MAY30_M13	NA	0.00253292806484296	NA	NA	NA	0.00911854103343465	NA	NA	NA	NA	NA	NA	0.00303951367781155	NA	0.00937183383991895	NA	NA	NA	0.0187436676798379	NA	NA	0.0704154002026342	0.0704154002026342	NA	0.024822695035461	NA	NA	NA	0.00962512664640324	NA	NA	NA	NA	NA	0.0374873353596758	NA	0.269756838905775	NA	NA	NA	NA	0.0407801418439716	NA	NA	0.433890577507599	NA	NA
VIVO7-FEC-16S-JUL19_F23	NA	0.00610143637981441	0.0020338121266048	NA	NA	0.00953349434346002	NA	NA	NA	NA	0.00228803864243041	0.00660988941146562	0.00711834244311682	0.00470319054277361	0.107410702936316	0.00228803864243041	0.0016524723528664	NA	0.0502097368755561	NA	NA	0.0231346129401297	0.0231346129401297	NA	0.0274564637091649	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00368628447947121	NA	0.389093682471082	NA	NA	NA	NA	0.0256768780983857	0.0013982458370408	NA	0.306470064827762	NA	NA
VIVO7-FEC-16S-JUN10_F23	NA	0.00120192307692308	0.00390625	0.000661057692307692	0.00144230769230769	0.0131610576923077	NA	NA	NA	NA	NA	0.00522836538461538	0.00198317307692308	0.000721153846153846	0.0303485576923077	0.000600961538461538	NA	NA	0.0164663461538462	NA	NA	0.0136418269230769	0.0136418269230769	NA	0.0230769230769231	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0282451923076923	0.00162259615384615	0.30390625	NA	NA	0.000901442307692308	NA	0.02578125	0.00444711538461538	NA	0.509014423076923	NA	NA
VIVO7-FEC-16S-JUL4_F16	0.00142298114549982	0.00770781453812404	0.00249021700462469	NA	0.00130439938337484	0.0109095221154986	NA	NA	NA	NA	NA	0.00130439938337484	0.00379461638799953	0.00462468872287442	0.016008537886873	0.00142298114549982	NA	NA	0.064271315071742	NA	NA	0.0371160915451204	0.0377090003557453	NA	0.0221747895173722	NA	NA	NA	0.0087750503972489	0.00166014466974979	NA	NA	NA	NA	0.0285782046721214	0.00249021700462469	0.235621961342346	NA	NA	NA	NA	0.0358116921617455	NA	NA	0.474801375548441	NA	NA
VIVO7-FEC-16S-MAY29_F22	NA	0.00178832710128434	0.00894163550642172	0.00731588359616323	NA	0.0113802633718095	NA	NA	NA	NA	NA	NA	NA	NA	0.00764103397821492	NA	NA	NA	0.0170703950577142	NA	NA	0.00731588359616323	0.00731588359616323	NA	0.00617785725898228	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0321898878231182	NA	0.161274589497643	NA	NA	NA	NA	0.0212973500243863	0.00455210534872378	NA	0.705738904243213	NA	NA
VIVO7-FEC-16S-JUL19_F24	0.0014919300149193	0.0109182151091822	0.00400108504001085	0.00074596500745965	0.0024413400244134	0.0115963651159637	NA	NA	NA	NA	0.00115285501152855	0.005425200054252	0.00522175505221755	0.00142411501424115	0.114675166146752	NA	NA	NA	0.0432659704326597	NA	NA	0.0208870202088702	0.021226095212261	NA	0.0268547402685474	NA	NA	0.00128848501288485	NA	NA	NA	NA	NA	NA	0.0050183100501831	NA	0.290451647904516	NA	NA	0.00088159500881595	NA	0.0357385053573851	0.0035263800352638	NA	0.391767258917673	NA	NA
VIVO7-FEC-16S-JUN14_F22	0.0008376828403892	0.0038017913525356	0.0044461627682196	NA	0.0012243056897996	0.0120497454732908	NA	NA	NA	NA	NA	0.002255299954894	NA	0.0013531799729364	0.0374379792512404	NA	NA	NA	0.0101810683678072	NA	NA	0.0082479541207552	0.0082479541207552	NA	0.028352342290096	NA	NA	0.0012243056897996	0.0007088085572524	NA	NA	NA	NA	NA	0.0140472968619112	0.0010309942650944	0.530124363683227	NA	NA	0.0007732456988208	NA	0.018686771054836	0.0029641085121464	NA	0.312004639474193	NA	NA
VIVO7-FEC-16S-JUN10_F24	NA	NA	0.00545675020210186	NA	0.00242522231204527	0.0147534357316087	NA	NA	NA	NA	NA	0.00808407437348424	NA	0.00262732417138238	0.0329426030719483	NA	NA	NA	0.0159660468876314	NA	NA	0.00848827809215845	0.00848827809215845	NA	0.022837510105093	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0163702506063056	0.00202101859337106	0.315076798706548	NA	NA	NA	NA	0.0202101859337106	0.00303152789005659	0.00202101859337106	0.519199676637025	NA	NA
VIVO7-FEC-16S-JUN21_F24	NA	NA	NA	NA	NA	0.0125698324022346	NA	NA	NA	NA	NA	NA	NA	NA	0.0467877094972067	NA	NA	NA	0.00907821229050279	NA	NA	0.0153631284916201	0.0153631284916201	NA	0.0251396648044693	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00977653631284916	NA	0.365223463687151	NA	NA	NA	NA	0.0307262569832402	NA	NA	0.469972067039106	NA	NA
