"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"NODE_193_length_39712_cov_6.226190"	"PrePostFVT"	"Post"	"PrePostFVTPost"	-3.93391752796906	0.710938090833022	0.61249566412283	1.96551883634364e-05	0.0519290076561991	1.96551883634364e-05	0.0324310607996701	NA	"abundance"	20	16
"NODE_1125_length_2758_cov_3.078801"	"PrePostFVT"	"Post"	"PrePostFVTPost"	3.23048185700563	0.710938090833022	0.327608624715841	6.82065681153999e-05	0.0600672509869622	0.000136408484094866	0.0711509716304414	NA	"abundance"	20	11
"NODE_177_length_43590_cov_15.368715"	"PrePostFVT"	"Post"	"PrePostFVTPost"	-2.55584920869528	0.710938090833022	0.534569319334251	6.70603526494633e-05	0.0600672509869622	0.000134116208208029	0.0711509716304414	NA	"abundance"	20	18
"NODE_196_length_44600_cov_157.390863"	"PrePostFVT"	"Post"	"PrePostFVTPost"	-2.891931032734	0.710938090833022	0.700549200416849	0.000196479259780091	0.113927798210683	0.000196479259780091	0.0711509716304414	NA	"abundance"	20	20
"NODE_69_length_45823_cov_15.638940"	"PrePostFVT"	"Post"	"PrePostFVTPost"	-4.75971502793673	0.710938090833022	0.862455016044992	0.000215609004940732	0.113927798210683	0.000215609004940732	0.0711509716304414	NA	"abundance"	20	15
"NODE_193_length_39712_cov_6.226190"	"PrePostFVT"	"During"	"PrePostFVTDuring"	-3.46277568184626	0.608336514533057	0.711690700335565	0.000277034833912865	0.121987671866298	0.00055399291952653	0.114261039652347	NA	"abundance"	20	16
"NODE_848_length_2982_cov_33.972327"	"PrePostFVT"	"During"	"PrePostFVTDuring"	2.0820372022814	0.608336514533057	0.322287556909727	0.000437232128231645	0.165023897541144	0.000437232128231645	0.114261039652347	NA	"abundance"	20	20
"NODE_1361_length_3313_cov_10.090853"	"PrePostFVT"	"Post"	"PrePostFVTPost"	5.47909458303198	0.710938090833022	0.594026719685212	0.000502463377129819	0.165938530297123	0.000502463377129819	0.114261039652347	NA	"abundance"	20	10
"NODE_1204_length_4872_cov_178.189329"	"PrePostFVT"	"Post"	"PrePostFVTPost"	2.54095649426386	0.710938090833022	0.44240932326445	0.000973294629002136	0.28571604553596	0.000973294629002136	0.178437348650392	NA	"abundance"	20	20
"NODE_1000_length_3623_cov_9.385090"	"PrePostFVT"	"During"	"PrePostFVTDuring"	2.6969219903801	0.608336514533057	0.487645921640697	0.00113976885313855	0.301126930999205	0.00227823863323852	0.313257812070296	NA	"abundance"	20	17
"NODE_1000_length_3623_cov_9.385090"	"PrePostFVT"	"Post"	"PrePostFVTPost"	2.22669009990576	0.710938090833022	0.398161227722979	0.00275081995778726	0.353721096707513	0.00549407290513436	0.39452319173861	NA	"abundance"	20	17
"NODE_1085_length_2628_cov_21.639583"	"PrePostFVT"	"Post"	"PrePostFVTPost"	3.09935277704021	0.710938090833022	0.61566798469402	0.00229092413549137	0.353721096707513	0.00457659993758817	0.39452319173861	NA	"abundance"	20	17
"NODE_109_length_17329_cov_21.961503"	"PrePostFVT"	"During"	"PrePostFVTDuring"	2.63217694699349	0.608336514533057	0.536617237818222	0.00281156057186138	0.353721096707513	0.00561521627087351	0.39452319173861	NA	"abundance"	20	17
"NODE_1286_length_3943_cov_8.614969"	"PrePostFVT"	"Post"	"PrePostFVTPost"	2.90160268520373	0.710938090833022	0.566060198831371	0.0016097237158365	0.353721096707513	0.0016097237158365	0.265604413113023	NA	"abundance"	20	20
"NODE_1414_length_2598_cov_9.086119"	"PrePostFVT"	"Post"	"PrePostFVTPost"	-0.763998357176557	0.710938090833022	0.390420059970468	0.00207059436828581	0.353721096707513	0.00413690137553364	0.39452319173861	NA	"abundance"	20	19
