feature	NODE_149_length_1341_cov_4.596423	NODE_158_length_5208_cov_16.826121	NODE_244_length_1884_cov_3.414434	NODE_250_length_3884_cov_34.956385	NODE_345_length_4313_cov_34.753875	NODE_34_length_57407_cov_132.823685	NODE_36_length_24676_cov_54.263556	NODE_560_length_4789_cov_18.278411	NODE_64_length_16604_cov_16.296695	NODE_71_length_2451_cov_4.832220	NODE_80_length_3898_cov_3.087952	NODE_118_length_14212_cov_7.809423	NODE_119_length_6127_cov_11.754282	NODE_120_length_4708_cov_5.977649	NODE_122_length_9714_cov_6.792939	NODE_125_length_3140_cov_7.146191	NODE_128_length_6828_cov_9.355825	NODE_139_length_11886_cov_12.290001	NODE_148_length_1529_cov_3.214383	NODE_151_length_11622_cov_6.802715	NODE_153_length_12400_cov_9.887809	NODE_177_length_3368_cov_6.261093	NODE_177_length_6844_cov_8.175725	NODE_178_length_5905_cov_7.559658	NODE_190_length_3286_cov_3.972764	NODE_197_length_4114_cov_4.814240	NODE_213_length_6728_cov_11.658025	NODE_229_length_4253_cov_7.022868	NODE_232_length_3859_cov_5.182177	NODE_233_length_5621_cov_11.496407	NODE_241_length_6412_cov_5.785433	NODE_254_length_4664_cov_6.991972	NODE_262_length_4295_cov_8.188443	NODE_267_length_4368_cov_4.549038	NODE_269_length_5610_cov_6.458146	NODE_273_length_5592_cov_9.036662	NODE_275_length_3206_cov_5.058077	NODE_278_length_4850_cov_6.859437	NODE_288_length_3117_cov_4.919334	NODE_305_length_3981_cov_5.865003	NODE_323_length_4578_cov_5.801017	NODE_324_length_2965_cov_3.493471	NODE_325_length_3998_cov_5.391326	NODE_343_length_4498_cov_9.510241	NODE_343_length_5040_cov_8.169910	NODE_353_length_2871_cov_5.285156	NODE_366_length_3628_cov_5.400784	NODE_367_length_3982_cov_6.343519	NODE_41_length_39188_cov_6.935476	NODE_427_length_2990_cov_4.285179	NODE_428_length_2744_cov_4.066567	NODE_449_length_3548_cov_7.859147	NODE_457_length_3322_cov_6.401286	NODE_468_length_3043_cov_5.770080	NODE_469_length_2568_cov_8.139276	NODE_48_length_39392_cov_13.718484	NODE_498_length_2945_cov_4.607612	NODE_500_length_2986_cov_4.587172	NODE_503_length_2600_cov_5.917092	NODE_51_length_4179_cov_5.019641	NODE_536_length_2797_cov_5.823851	NODE_58_length_8379_cov_10.701225	NODE_610_length_2856_cov_7.730096	NODE_618_length_2500_cov_5.937423	NODE_6_length_52607_cov_9.933057|provirus_1_41423	NODE_77_length_21821_cov_12.298861	NODE_796_length_2326_cov_4.740643	NODE_86_length_11713_cov_9.597701	NODE_89_length_20874_cov_10.217782|provirus_3_14193	NODE_92_length_5324_cov_4.625546	NODE_95_length_6809_cov_5.090613	NODE_1002_length_2557_cov_4.365308	NODE_101_length_4575_cov_7.278097	NODE_113_length_10116_cov_5.796044	NODE_132_length_1293_cov_2.933764	NODE_192_length_7497_cov_5.865493	NODE_38_length_40434_cov_66.147750	NODE_42_length_32475_cov_10.695774	NODE_42_length_36164_cov_8.737212	NODE_43_length_3040_cov_4.376884	NODE_52_length_35146_cov_146.477501	NODE_612_length_3670_cov_4.402490	NODE_61_length_2911_cov_3.802871	NODE_1177_length_1098_cov_3.402685	NODE_222_length_1353_cov_3.577042	NODE_40_length_5207_cov_6.427601	NODE_45_length_21147_cov_17.779585	NODE_65_length_2561_cov_4.647646	NODE_95_length_4885_cov_5.471014	NODE_177_length_5120_cov_13.319842	NODE_245_length_2989_cov_21.227676	NODE_175_length_8062_cov_4.755589	NODE_25_length_41950_cov_8.418546	NODE_39_length_18186_cov_5.820032|provirus_3_8483	NODE_407_length_6756_cov_5.908073	NODE_411_length_6617_cov_5.361932	NODE_54_length_34912_cov_29.430989	NODE_86_length_2103_cov_4.534668	NODE_925_length_2493_cov_15.062756	NODE_267_length_1101_cov_2.931166	NODE_574_length_2544_cov_6.745279	NODE_655_length_3520_cov_3.797114	NODE_74_length_2302_cov_3.058300	NODE_1058_length_1702_cov_11.257438	NODE_1112_length_1822_cov_14.345218	NODE_132_length_23877_cov_12.972546	NODE_159_length_14466_cov_7.447367	NODE_175_length_2545_cov_8.803614	NODE_245_length_4271_cov_6.865038	NODE_273_length_3857_cov_5.688059	NODE_292_length_9196_cov_7.239689	NODE_293_length_1673_cov_2.770705	NODE_40_length_6349_cov_5.400381	NODE_50_length_64286_cov_15.837431|provirus_6014_50609	NODE_516_length_2143_cov_4.660441	NODE_52_length_3512_cov_4.416546	NODE_584_length_2507_cov_6.861338	NODE_609_length_1276_cov_3.526618	NODE_60_length_2998_cov_5.003058	NODE_632_length_4491_cov_6.169973	NODE_636_length_4461_cov_3.897413	NODE_638_length_3566_cov_3.047565	NODE_649_length_3541_cov_5.194205	NODE_64_length_3411_cov_6.318534	NODE_683_length_3765_cov_14.952830	NODE_718_length_3957_cov_7.268324	NODE_788_length_3026_cov_16.785594	NODE_90_length_6946_cov_17.086490	NODE_26_length_40087_cov_66.732839	NODE_475_length_2865_cov_5.508185	NODE_87_length_8976_cov_56.443896	NODE_596_length_3718_cov_2.839476	NODE_138_length_9014_cov_6.055698	NODE_25_length_64430_cov_10.074175	NODE_39_length_40881_cov_40.497820	NODE_36_length_49500_cov_28.060916	NODE_288_length_2524_cov_4.504253	NODE_300_length_3718_cov_3.746929	NODE_684_length_1350_cov_2.419305	NODE_720_length_1472_cov_2.302047	NODE_82_length_5911_cov_4.870902	NODE_1604_length_1116_cov_1.593779	NODE_181_length_2892_cov_40.830455	NODE_24_length_29177_cov_10.095976	NODE_90_length_8128_cov_40.375945	NODE_142_length_3949_cov_4.543657	NODE_217_length_2444_cov_4.637505	NODE_225_length_2373_cov_13.590164	NODE_67_length_2568_cov_2.207322	NODE_85_length_6973_cov_5.469066	NODE_111_length_5691_cov_7.167495	NODE_187_length_2850_cov_5.341324	NODE_30_length_34336_cov_218.813629	NODE_33_length_19553_cov_14.475280	NODE_39_length_11018_cov_5.964973	NODE_43_length_7522_cov_4.368823	NODE_44_length_6078_cov_6.900714	NODE_76_length_10931_cov_8.148676	NODE_147_length_3367_cov_3.467089	NODE_250_length_2172_cov_5.605102	NODE_375_length_1379_cov_2.361027	NODE_390_length_2119_cov_3.486919	NODE_479_length_1248_cov_2.093881	NODE_72_length_5193_cov_3.367653	NODE_95_length_4316_cov_6.475006	NODE_99_length_2870_cov_2.821314	NODE_42_length_6821_cov_9.625628	NODE_159_length_3508_cov_4.616276	NODE_1137_length_1786_cov_5.545350	NODE_129_length_9271_cov_6.849284	NODE_242_length_11721_cov_8.904937
VIVO7_FEC_VLP_JUN10_F28	-10.4532706340106	NA	NA	NA	-8.45327063401062	-7.13134253912326	NA	NA	NA	NA	NA	-8.64591571195302	-8.28334563256831	-7.36580779276028	-7.75283091586953	-8.45327063401062	-7.99383901537333	-8.28334563256831	-7.75283091586953	-8.86830813328947	-7.75283091586953	-7.75283091586953	-7.5463800384021	-8.64591571195302	-7.99383901537333	-8.28334563256831	-8.13134253912326	-7.99383901537333	-8.13134253912326	-7.99383901537333	-8.13134253912326	-8.64591571195302	-7.99383901537333	-7.99383901537333	-8.45327063401062	-7.5463800384021	-7.5463800384021	-8.64591571195302	-7.75283091586953	-7.13134253912326	-9.45327063401062	-7.86830813328947	-9.45327063401062	-7.86830813328947	-8.64591571195302	-3.23410211354846	-7.75283091586953	-9.13134253912326	-8.64591571195302	-7.86830813328947	-8.45327063401062	-8.64591571195302	-9.13134253912326	-8.28334563256831	-8.86830813328947	-8.86830813328947	-7.99383901537333	-8.45327063401062	-8.28334563256831	-7.99383901537333	-7.86830813328947	-8.13134253912326	-7.36580779276028	NA	-1.99383901537333	-7.86830813328947	-8.28334563256831	-7.86830813328947	-7.86830813328947	-8.64591571195302	-8.28334563256831	NA	NA	NA	NA	NA	-7.36580779276028	-10.4532706340106	-9.86830813328947	NA	NA	NA	-9.13134253912326	NA	NA	NA	NA	-8.86830813328947	NA	-7.99383901537333	NA	NA	NA	NA	NA	NA	-3.78084529203913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.99383901537333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.45327063401062	NA	NA	NA	NA	NA	-10.4532706340106	-8.45327063401062	NA	NA	NA	NA	NA	NA	NA	-7.45327063401062	NA	NA	NA	NA	NA	NA	NA	NA	-1.78438564974438	-8.86830813328947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN10_F29	NA	-10.7291958591321	-11.7291958591321	NA	-3.75765230518132	-2.89314550407402	-6.59991284218713	-5.92184093707449	-8.2697642404948	-9.72919585913209	-10.1442333584109	-7.82230526352358	-7.33687843635333	-6.82230526352358	-6.92184093707449	-7.72919585913209	-7.08533966935737	-7.40726776424473	-6.37164385451401	-8.028756140991	-7.028756140991	-7.08533966935737	-6.87121486400452	-7.72919585913209	-7.08533966935737	-7.40726776424473	-6.59991284218713	-6.97430835696863	-7.48126834568851	-7.08533966935737	-6.97430835696863	-7.40726776424473	-7.028756140991	-6.97430835696863	-7.82230526352358	-6.51974249350314	-7.20563390307508	-7.40726776424473	-6.59991284218713	-5.70682804610364	-8.55927085768978	-6.92184093707449	-8.14423335841094	-6.92184093707449	-7.92184093707449	-6.87121486400452	-6.97430835696863	-8.028756140991	-7.72919585913209	-7.20563390307508	-7.40726776424473	-7.82230526352358	-7.64173301788175	-8.14423335841094	-7.92184093707449	-7.55927085768978	-7.14423335841094	-7.64173301788175	-7.40726776424473	-7.2697642404948	-6.82230526352358	-7.40726776424473	-6.028756140991	NA	-5.79845852156921	-6.82230526352358	-7.20563390307508	-6.92184093707449	-6.77499954874522	-7.2697642404948	-7.33687843635333	NA	-8.92184093707449	-10.7291958591321	NA	NA	-5.79845852156921	-7.64173301788175	-8.55927085768978	NA	-6.72919585913209	NA	-3.84655280977025	NA	-7.48126834568851	-7.48126834568851	NA	-4.51002733866993	NA	-8.72919585913209	NA	NA	NA	NA	NA	NA	-8.55927085768978	NA	NA	-10.1442333584109	-10.1442333584109	NA	NA	NA	NA	NA	NA	NA	-10.7291958591321	NA	NA	NA	NA	-9.14423335841094	-10.1442333584109	NA	-10.1442333584109	NA	NA	NA	NA	NA	NA	-7.48126834568851	-10.7291958591321	-10.7291958591321	NA	-10.1442333584109	-4.40726776424473	-10.7291958591321	-4.43457511024047	NA	-8.40726776424473	-8.40726776424473	-7.20563390307508	-7.20563390307508	-9.40726776424473	-9.72919585913209	-9.40726776424473	-10.7291958591321	-9.14423335841094	-9.72919585913209	NA	NA	-11.7291958591321	-11.7291958591321	-11.7291958591321	NA	NA	-8.2697642404948	-10.7291958591321	-9.72919585913209	-9.72919585913209	-7.2697642404948	-10.7291958591321	-10.1442333584109	-9.40726776424473	-10.7291958591321	-10.1442333584109	-11.7291958591321	-10.1442333584109	-10.7291958591321	-10.1442333584109	-9.40726776424473	-8.92184093707449	-9.72919585913209	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN10_M25	NA	NA	NA	NA	-7.93310047493137	-6.611172380044	-7.79559695118143	-7.93310047493137	-7.79559695118143	NA	NA	-7.16756572856839	-6.86271114703997	-6.611172380044	-6.55458885167764	-7.34813797421021	-6.67006606909757	-7.00710105637514	-6.67006606909757	-7.55458885167764	-6.55458885167764	-6.50014106765526	-6.39704757469116	-7.25502856981873	-6.611172380044	-7.08510356837642	-7.00710105637514	-6.39704757469116	-7.08510356837642	-7.00710105637514	-6.50014106765526	-6.93310047493137	-6.79559695118143	-6.55458885167764	-7.25502856981873	-6.39704757469116	-6.34813797421021	-6.93310047493137	-6.39704757469116	-6.16756572856839	-8.25502856981873	-6.611172380044	-7.67006606909757	-6.44767364776113	-7.67006606909757	-3.14650411304056	-6.67006606909757	-7.44767364776113	-7.34813797421021	-6.73146661376172	-7.25502856981873	-7.00710105637514	-7.44767364776113	-7.44767364776113	-7.08510356837642	-7.25502856981873	-6.39704757469116	-7.25502856981873	-7.00710105637514	-6.93310047493137	-6.44767364776113	-6.93310047493137	-6.25502856981873	NA	-2.0480142496412	-6.55458885167764	-6.86271114703997	-6.67006606909757	-6.50014106765526	-7.00710105637514	-7.00710105637514	NA	NA	NA	NA	NA	-7.93310047493137	-9.25502856981873	-8.67006606909757	NA	-7.79559695118143	NA	-8.25502856981873	NA	NA	NA	NA	-7.93310047493137	NA	-5.47366885629407	NA	NA	NA	NA	NA	NA	-5.64031872570352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.86271114703997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.44767364776113	NA	-8.25502856981873	NA	NA	NA	-9.67006606909757	-5.52710811525553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.93310047493137	-9.67006606909757	NA	NA	NA	-8.25502856981873	NA	NA	NA	NA	NA	NA	-9.67006606909757	NA	NA	NA	NA	-9.25502856981873	NA	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN10_M26	-9.72280753116955	-9.72280753116955	-11.7228075311695	NA	-6.10809768705434	-4.95462320639262	-7.72280753116955	-7.33049010839079	-7.13784503044839	-8.40087943628218	-10.1378450304484	-7.40087943628218	-7.07895134139482	-6.47488001772596	-6.72280753116955	-7.55288252972723	-6.91545260911194	-7.13784503044839	-6.26337591253225	-7.63534468991921	-6.91545260911194	-6.91545260911194	-6.67841341181109	-7.63534468991921	-7.02236781302845	-7.26337591253225	-6.76861122078267	-6.81591693556103	-7.26337591253225	-6.86482653604197	-6.91545260911194	-7.19924557511253	-7.02236781302845	-6.91545260911194	-7.63534468991921	-6.13784503044839	-6.96792002900608	-7.33049010839079	-6.63534468991921	-5.53298297228953	-8.40087943628218	-6.91545260911194	-8.02236781302845	-6.81591693556103	-7.72280753116955	-5.8899175170048	-6.55288252972723	-7.81591693556103	-7.55288252972723	-6.72280753116955	-7.19924557511253	-7.13784503044839	-7.47488001772596	-7.72280753116955	-7.40087943628218	-7.47488001772596	-6.63534468991921	-7.55288252972723	-7.19924557511253	-7.07895134139482	-6.96792002900608	-7.26337591253225	-5.8899175170048	-7.91545260911194	-4.87731748022517	-6.67841341181109	-7.13784503044839	-6.67841341181109	-6.67841341181109	-7.19924557511253	-7.02236781302845	NA	-8.91545260911194	NA	NA	NA	-5.07895134139482	-8.40087943628218	-8.40087943628218	NA	-5.81591693556103	NA	-6.05038218919805	NA	NA	-6.72280753116955	NA	-6.5133541655406	NA	-4.29654277646745	NA	NA	NA	NA	NA	NA	-5.99488707660635	NA	NA	-9.40087943628218	-9.72280753116955	NA	-10.1378450304484	NA	NA	NA	NA	NA	-9.72280753116955	NA	NA	NA	NA	-9.72280753116955	-8.91545260911194	NA	-9.72280753116955	NA	-9.40087943628218	NA	NA	NA	NA	-6.86482653604197	-9.72280753116955	-10.1378450304484	NA	NA	-4.4374053123073	NA	-6.33049010839079	NA	-7.40087943628218	-7.26337591253225	-6.02236781302845	-4.79207019360666	-10.1378450304484	-9.40087943628218	NA	NA	-9.13784503044839	-10.7228075311695	-5.72280753116955	NA	-5.70043971814109	-8.91545260911194	-8.91545260911194	-7.91545260911194	-8.72280753116955	-6.86482653604197	-9.13784503044839	-9.40087943628218	-6.36525552655146	-6.29654277646745	-9.13784503044839	-9.40087943628218	-8.91545260911194	-9.13784503044839	NA	-8.55288252972723	-10.7228075311695	NA	-11.7228075311695	NA	-8.91545260911194	-9.72280753116955	-10.1378450304484	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN18_F27	NA	NA	NA	NA	-9.07146236255663	-6.10183601160014	-6.19699324464048	-10.0714623625566	NA	NA	NA	-7.33449676839042	-7.26410744049902	-6.90153736111431	-6.74953426766926	-7.95598514513669	-7.01256867350306	-7.4084973498342	-6.74953426766926	-7.4084973498342	-6.95598514513669	-7.07146236255662	-6.48649986183547	-7.74953426766926	-7.13286290722077	-7.33449676839042	-7.4084973498342	-7.07146236255662	-7.26410744049902	-7.26410744049902	-6.95598514513669	-7.33449676839042	-7.26410744049902	-7.07146236255662	-7.4084973498342	-6.7022285528909	-6.33449676839042	-7.65642486327778	-6.74953426766926	-6.56896202202744	-8.84906994122018	-6.95598514513669	-8.19699324464048	-6.84906994122018	-7.48649986183547	-2.70514014831081	-6.84906994122018	-8.07146236255663	-7.65642486327778	-6.90153736111431	-7.48649986183547	-7.48649986183547	-8.07146236255663	-7.33449676839042	-8.19699324464048	-7.65642486327778	-6.90153736111431	-7.84906994122018	-7.26410744049902	-7.56896202202744	-7.07146236255662	-7.4084973498342	-6.56896202202744	NA	-1.56102784048522	-6.90153736111431	-6.95598514513669	-6.84906994122018	-6.90153736111431	-7.48649986183547	-7.48649986183547	NA	-7.84906994122018	NA	NA	NA	-7.95598514513669	NA	NA	NA	NA	NA	-8.65642486327778	NA	NA	-10.6564248632778	NA	-9.33449676839042	NA	-10.0714623625566	NA	NA	NA	NA	NA	NA	-9.33449676839042	NA	NA	NA	-10.6564248632778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.61203074391933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.74953426766926	NA	NA	NA	NA	-7.65642486327778	NA	NA	-8.84906994122018	-8.84906994122018	NA	-10.0714623625566	-8.19699324464048	-8.65642486327778	-9.65642486327778	NA	-9.07146236255663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.33449676839042	NA	NA	NA	-9.33449676839042	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN18_F29	NA	NA	NA	NA	-7.25806121261894	-4.83659744418067	-5.7800139158143	-9.48045363395539	NA	NA	NA	-7.25806121261894	-7.06541613467655	-6.81748862123296	-6.60598451603925	-7.48045363395539	-6.89549113323424	-7.25806121261894	-6.54185417861953	-7.36497641653546	-6.74348803978919	-6.81748862123296	-6.42155994490182	-7.36497641653546	-6.89549113323424	-7.60598451603925	-7.36497641653546	-6.89549113323424	-7.06541613467655	-7.06541613467655	-6.89549113323424	-7.06541613467655	-7.25806121261894	-6.89549113323424	-7.25806121261894	-6.74348803978919	-6.36497641653546	-7.48045363395539	-6.89549113323424	-6.42155994490182	-8.74348803978918	-6.74348803978919	-8.25806121261894	-6.74348803978919	-7.36497641653546	-2.81748862123296	-6.67309871189779	-7.74348803978919	-7.48045363395539	-6.89549113323424	-7.74348803978919	-7.36497641653546	-7.89549113323424	-7.25806121261894	-7.89549113323424	-7.48045363395539	-6.60598451603925	-7.48045363395539	-6.89549113323424	-7.25806121261894	-6.81748862123296	-6.97795329342621	-6.67309871189779	NA	-1.7777037551271	-6.74348803978919	-6.89549113323424	-6.74348803978919	-6.67309871189779	-7.25806121261894	-7.06541613467655	NA	-8.74348803978918	NA	NA	NA	-6.67309871189779	-10.0654161346765	-10.0654161346765	NA	NA	NA	-7.36497641653546	NA	NA	-9.06541613467655	NA	-7.89549113323424	NA	-9.06541613467655	NA	NA	NA	NA	NA	NA	-9.48045363395539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.33749568011335	NA	-7.74348803978919	NA	NA	-7.60598451603925	-9.06541613467655	NA	-9.48045363395539	-9.48045363395539	NA	NA	-9.48045363395539	NA	-9.48045363395539	NA	-10.0654161346765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0654161346765	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN18_F8	NA	NA	NA	NA	NA	-8.80654962198596	NA	NA	NA	NA	NA	-6.05166211982249	-5.89965902637744	-5.4142321992072	-5.4846215270986	-6.4142321992072	-5.59709625635701	-5.85235331159909	-5.4142321992072	-6.4846215270986	-5.71908678073562	-5.80654962198596	-5.4142321992072	-6.2215871212648	-5.85235331159909	-6.28298766592895	-6.34711800334866	-5.63662462054365	-5.80654962198596	-5.80654962198596	-5.55862210854238	-5.89965902637744	-6.28298766592895	-5.59709625635701	-6.28298766592895	-5.44899761736788	-5.34711800334866	-6.28298766592895	-5.76215550262751	-5.44899761736788	-7.10610990384487	-5.52114740312371	-7.10610990384487	-5.4142321992072	-6.55862210854238	-6.80654962198596	-5.63662462054365	-6.55862210854238	-6.4142321992072	-5.80654962198596	-6.4846215270986	-5.99919469992836	-6.34711800334866	-6.34711800334866	-5.99919469992836	-6.4142321992072	-5.677266605041	-6.4846215270986	-5.63662462054365	-6.10610990384487	-5.63662462054365	-5.85235331159909	-5.44899761736788	NA	-5.99919469992836	-5.55862210854238	-5.59709625635701	-5.4846215270986	-5.85235331159909	-6.2215871212648	-5.89965902637744	NA	NA	NA	NA	NA	-9.22158712126481	NA	NA	NA	NA	NA	NA	NA	-10.806549621986	-9.80654962198596	NA	NA	NA	NA	-10.806549621986	NA	NA	NA	NA	NA	NA	NA	NA	-10.806549621986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.806549621986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.22158712126481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN18_M25	NA	NA	NA	NA	-9.50819093055715	-7.74265618419418	NA	NA	NA	NA	NA	-7.18626283566979	-6.87592271505764	-6.37068740680722	-6.50819093055715	-7.58219151200093	-6.58219151200093	-6.97213803031694	-6.3065570693875	-7.24515652472336	-6.62066565981556	-6.78572490608606	-6.24515652472336	-7.50819093055715	-6.97213803031694	-7.3065570693875	-7.43780160266575	-6.54471680658227	-6.87592271505764	-6.74265618419418	-6.62066565981556	-6.83011902544451	-7.02276410338691	-6.87592271505764	-7.07523152328105	-6.21540918132931	-6.33826592911484	-7.24515652472336	-6.37068740680722	-6.15769368347302	-8.24515652472336	-6.43780160266575	-7.83011902544451	-6.6601940240022	-7.24515652472336	-2.63044668060815	-6.27553017376688	-7.58219151200093	-7.3065570693875	-6.87592271505764	-7.07523152328105	-6.97213803031694	-7.43780160266575	-7.18626283566979	-7.50819093055715	-7.18626283566979	-6.62066565981556	-7.37068740680722	-6.97213803031694	-7.3065570693875	-6.47256702082643	-6.87592271505764	-6.43780160266575	NA	-1.71117795272101	-6.40385427074242	-6.6601940240022	-6.58219151200093	-6.43780160266575	-6.923228429836	-7.07523152328105	NA	-9.50819093055715	NA	-9.83011902544452	NA	NA	NA	NA	NA	NA	NA	-10.2451565247234	NA	NA	NA	NA	-10.2451565247234	NA	-9.50819093055715	NA	NA	NA	NA	NA	NA	-8.12967930730342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.54471680658227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.2451565247234	NA	NA	NA	NA	-10.2451565247234	NA	NA	NA	-10.8301190254445	NA	NA	-10.2451565247234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.923228429836	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN18_M26	NA	NA	NA	NA	-9.44976769496266	-8.37937836707126	NA	NA	NA	NA	NA	-7.37937836707126	-7.15698594573481	-6.8648051942415	-6.79441586635011	-7.81749947946315	-6.91371479472245	-7.18673328912887	-6.79441586635011	-7.64241277290506	-6.99033607632536	-7.15698594573481	-6.72730167049157	-7.64241277290506	-7.01680828768655	-7.56224242422107	-7.41414378523194	-7.01680828768655	-7.04377533528682	-7.15698594573481	-6.8648051942415	-7.24813383379301	-7.48629357098777	-6.96434086779242	-7.48629357098777	-6.79441586635011	-6.64241277290506	-7.72730167049157	-6.99033607632536	-6.74932797682157	-8.37937836707126	-6.96434086779242	-8.01680828768655	-6.74932797682157	-7.72730167049157	-2.38367850450489	-6.72730167049157	-8.07125607170893	-7.68423294859968	-7.01680828768655	-7.60177078840771	-7.31226417121273	-7.81749947946315	-7.52376827640644	-7.64241277290506	-7.68423294859968	-6.96434086779242	-7.64241277290506	-6.96434086779242	-7.56224242422107	-6.88905274048818	-7.04377533528682	-6.70560659939225	-7.91371479472245	-1.36868376627503	-6.88905274048818	-6.81749947946315	-6.8648051942415	-7.04377533528682	-7.41414378523194	-7.31226417121273	NA	NA	NA	NA	NA	-10.4497676949627	NA	NA	NA	NA	NA	-9.44976769496266	NA	NA	NA	NA	-9.60177078840771	NA	-11.1867332891289	-10.77169578985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.31226417121273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1867332891289	NA	-10.1867332891289	NA	NA	-10.77169578985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VIVO7_FEC_VLP_JUN21_F27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.11243950678155	-5.94251450533924	-5.65300788814425	-5.58887755072454	-6.79051141189419	-5.72012208400279	-6.11243950678155	-5.72012208400279	-6.41199978864046	-5.94251450533924	-5.94251450533924	-5.58887755072454	-6.41199978864046	-5.79051141189419	-6.65300788814425	-6.41199978864046	-6.02497666553121	-5.79051141189419	-5.94251450533924	-5.65300788814425	-6.02497666553121	-6.41199978864046	-5.79051141189419	-6.20554891117303	-5.65300788814425	-5.30508458472395	-6.41199978864046	-5.86451199333797	-5.86451199333797	-7.30508458472395	-5.58887755072454	-7.11243950678155	-5.58887755072454	-6.65300788814425	-4.46858331700683	-5.79051141189419	-6.79051141189419	-6.5274770060604	-5.94251450533924	-6.5274770060604	-6.20554891117303	-6.79051141189419	-6.30508458472395	-6.5274770060604	-6.65300788814425	-5.86451199333797	-6.5274770060604	-5.79051141189419	-6.20554891117303	-5.79051141189419	-5.94251450533924	-5.58887755072454	NA	-3.57328069567352	-5.72012208400279	-5.58887755072454	-5.65300788814425	-6.02497666553121	-6.41199978864046	-6.11243950678155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
